# frequency/[Hz] Re(h+)/[1/Hz] Im(h+)/[1/Hz] Re(hx)/[1/Hz] Im(hx)/[1/Hz]
5.400000000000000000e+02 -4.387855922625000619e-28 1.099115939629039416e-28 -1.050016457826710871e-28 -4.191842522894960317e-28
5.402500000000000000e+02 -4.361421634311937344e-28 1.090947046235638231e-28 -1.042212483563360605e-28 -4.166589101687166472e-28
5.405000000000000000e+02 -4.335152722406806975e-28 1.082843365096212569e-28 -1.034470808405552630e-28 -4.141493669226332175e-28
5.407500000000000000e+02 -4.309048110393977129e-28 1.074804353844002381e-28 -1.026790914215023757e-28 -4.116555197086711297e-28
5.410000000000000000e+02 -4.283106729058786695e-28 1.066829474751067042e-28 -1.019172287285105306e-28 -4.091772663817380240e-28
5.412500000000000000e+02 -4.257327516435969975e-28 1.058918194687475058e-28 -1.011614418301737191e-28 -4.067145054892968726e-28
5.415000000000000000e+02 -4.231709417758261096e-28 1.051069985081162575e-28 -1.004116802305118082e-28 -4.042671362664556508e-28
5.417500000000000000e+02 -4.206251385405616331e-28 1.043284321877827331e-28 -9.966789386513918812e-29 -4.018350586311167815e-28
5.420000000000000000e+02 -4.180952378854584405e-28 1.035560685501605072e-28 -9.893003309750812727e-29 -3.994181731791403016e-28
5.422500000000000000e+02 -4.155811364628233726e-28 1.027898560815450031e-28 -9.819804871512362916e-29 -3.970163811795598509e-28
5.425000000000000000e+02 -4.130827316246343287e-28 1.020297437082600336e-28 -9.747189192586232241e-29 -3.946295845698247599e-28
5.427500000000000000e+02 -4.105999214175943332e-28 1.012756807927946346e-28 -9.675151435428176571e-29 -3.922576859510748262e-28
5.430000000000000000e+02 -4.081326045782352871e-28 1.005276171299809503e-28 -9.603686803796902273e-29 -3.899005885834628029e-28
5.432500000000000000e+02 -4.056806805280408210e-28 9.978550294322702763e-29 -9.532790542394188102e-29 -3.875581963814952267e-28
5.435000000000000000e+02 -4.032440493686229586e-28 9.904928888072958804e-29 -9.462457936503067696e-29 -3.852304139094244104e-28
5.437500000000000000e+02 -4.008226118769160893e-28 9.831892601180804060e-29 -9.392684311637615947e-29 -3.829171463766572067e-28
5.440000000000000000e+02 -3.984162695004169029e-28 9.759436582319135473e-29 -9.323465033188216453e-29 -3.806182996332074016e-28
5.442500000000000000e+02 -3.960249243524656682e-28 9.687556021535892246e-29 -9.254795506072003699e-29 -3.783337801651880629e-28
5.445000000000000000e+02 -3.936484792075412783e-28 9.616246149897131669e-29 -9.186671174391872207e-29 -3.760634950903168024e-28
5.447500000000000000e+02 -3.912868374966154864e-28 9.545502239123169081e-29 -9.119087521088876042e-29 -3.738073521534769552e-28
5.450000000000000000e+02 -3.889399033025261996e-28 9.475319601235704014e-29 -9.052040067605121249e-29 -3.715652597222983559e-28
5.452500000000000000e+02 -3.866075813553846278e-28 9.405693588207411495e-29 -8.985524373549006855e-29 -3.693371267827690990e-28
5.455000000000000000e+02 -3.842897770280260637e-28 9.336619591608838379e-29 -8.919536036357894212e-29 -3.671228629348898098e-28
5.457500000000000000e+02 -3.819863963314830381e-28 9.268093042268042524e-29 -8.854070690972951952e-29 -3.649223783883489014e-28
5.460000000000000000e+02 -3.796973459104996856e-28 9.200109409923366725e-29 -8.789124009507443968e-29 -3.627355839582372912e-28
5.462500000000000000e+02 -3.774225330390764671e-28 9.132664202886176442e-29 -8.724691700924528302e-29 -3.605623910607922660e-28
5.465000000000000000e+02 -3.751618656160482101e-28 9.065752967703466367e-29 -8.660769510714938319e-29 -3.584027117091730930e-28
5.467500000000000000e+02 -3.729152521606886949e-28 8.999371288824499368e-29 -8.597353220578514653e-29 -3.562564585092616993e-28
5.470000000000000000e+02 -3.706826018083565403e-28 8.933514788271744609e-29 -8.534438648109841264e-29 -3.541235446555033480e-28
5.472500000000000000e+02 -3.684638243061721192e-28 8.868179125309724950e-29 -8.472021646481883823e-29 -3.520038839267766425e-28
5.475000000000000000e+02 -3.662588300087178813e-28 8.803359996123590455e-29 -8.410098104138927094e-29 -3.498973906822855466e-28
5.477500000000000000e+02 -3.640675298737746846e-28 8.739053133497315257e-29 -8.348663944489145753e-29 -3.478039798574868305e-28
5.480000000000000000e+02 -3.618898354580971828e-28 8.675254306491971753e-29 -8.287715125597245818e-29 -3.457235669600536581e-28
5.482500000000000000e+02 -3.597256589132064770e-28 8.611959320132287047e-29 -8.227247639885031837e-29 -3.436560680658562151e-28
5.485000000000000000e+02 -3.575749129812216007e-28 8.549164015093178086e-29 -8.167257513831935948e-29 -3.416013998149798237e-28
5.487500000000000000e+02 -3.554375109907230658e-28 8.486864267388349514e-29 -8.107740807677533427e-29 -3.395594794077728327e-28
5.490000000000000000e+02 -3.533133668526444347e-28 8.425055988061868995e-29 -8.048693615126892223e-29 -3.375302246009219056e-28
5.492500000000000000e+02 -3.512023950561857759e-28 8.363735122886843209e-29 -7.990112063062711499e-29 -3.355135537035480254e-28
5.495000000000000000e+02 -3.491045106647730807e-28 8.302897652058666886e-29 -7.931992311252270886e-29 -3.335093855733463998e-28
5.497500000000000000e+02 -3.470196293120331518e-28 8.242539589899393673e-29 -7.874330552065015033e-29 -3.315176396127412078e-28
5.500000000000000000e+02 -3.449476671978088481e-28 8.182656984558167671e-29 -7.817123010186356896e-29 -3.295382357650786422e-28
5.502500000000000000e+02 -3.428885410841930738e-28 8.123245917718550480e-29 -7.760365942338087300e-29 -3.275710945108384264e-28
5.505000000000000000e+02 -3.408421682915979236e-28 8.064302504306747314e-29 -7.704055636999629773e-29 -3.256161368638781549e-28
5.507500000000000000e+02 -3.388084666948555298e-28 8.005822892201752338e-29 -7.648188414131137244e-29 -3.236732843677086196e-28
5.510000000000000000e+02 -3.367873547193334394e-28 7.947803261951093598e-29 -7.592760624901937212e-29 -3.217424590917826784e-28
5.512500000000000000e+02 -3.347787513371032171e-28 7.890239826483298899e-29 -7.537768651415838015e-29 -3.198235836278348839e-28
5.515000000000000000e+02 -3.327825760631047440e-28 7.833128830831570966e-29 -7.483208906447146618e-29 -3.179165810862171219e-28
5.517500000000000000e+02 -3.307987489513680478e-28 7.776466551850749812e-29 -7.429077833170280787e-29 -3.160213750922895391e-28
5.520000000000000000e+02 -3.288271905912475546e-28 7.720249297942754651e-29 -7.375371904897471803e-29 -3.141378897828224568e-28
5.522500000000000000e+02 -3.268678221036809126e-28 7.664473408782875554e-29 -7.322087624817285528e-29 -3.122660498024229481e-28
5.525000000000000000e+02 -3.249205651374893409e-28 7.609135255047371119e-29 -7.269221525734384468e-29 -3.104057803000000229e-28
5.527500000000000000e+02 -3.229853418656877075e-28 7.554231238146495327e-29 -7.216770169814486965e-29 -3.085570069252395443e-28
5.530000000000000000e+02 -3.210620749818381488e-28 7.499757789954476299e-29 -7.164730148326402728e-29 -3.067196558251211159e-28
5.532500000000000000e+02 -3.191506876964144514e-28 7.445711372549259295e-29 -7.113098081393405486e-29 -3.048936536404443865e-28
5.535000000000000000e+02 -3.172511037332037868e-28 7.392088477947820495e-29 -7.061870617740371486e-29 -3.030789275023919901e-28
5.537500000000000000e+02 -3.153632473257331086e-28 7.338885627847664423e-29 -7.011044434446818012e-29 -3.012754050291150857e-28
5.540000000000000000e+02 -3.134870432137183293e-28 7.286099373368862840e-29 -6.960616236700475526e-29 -2.994830143223415875e-28
5.542500000000000000e+02 -3.116224166395374432e-28 7.233726294800685406e-29 -6.910582757555228485e-29 -2.977016839640067259e-28
5.545000000000000000e+02 -3.097692933447404633e-28 7.181763001345855983e-29 -6.860940757686802887e-29 -2.959313430129187193e-28
5.547500000000000000e+02 -3.079275995665670710e-28 7.130206130874102354e-29 -6.811687025157318971e-29 -2.941719210014320693e-28
5.550000000000000000e+02 -3.060972620345035480e-28 7.079052349671019994e-29 -6.762818375175377719e-29 -2.924233479321585675e-28
5.552500000000000000e+02 -3.042782079668640561e-28 7.028298352192646412e-29 -6.714331649861600075e-29 -2.906855542747008125e-28
5.555000000000000000e+02 -3.024703650673877909e-28 6.977940860821750693e-29 -6.666223718015799529e-29 -2.889584709624016910e-28
5.557500000000000000e+02 -3.006736615218698127e-28 6.927976625625839334e-29 -6.618491474885800373e-29 -2.872420293891258302e-28
5.560000000000000000e+02 -2.988880259948081084e-28 6.878402424119113757e-29 -6.571131841940028267e-29 -2.855361614060559836e-28
5.562500000000000000e+02 -2.971133876260823578e-28 6.829215061022907682e-29 -6.524141766638647929e-29 -2.838407993185207597e-28
5.565000000000000000e+02 -2.953496760276538642e-28 6.780411368031981934e-29 -6.477518222210304899e-29 -2.821558758828413193e-28
5.567500000000000000e+02 -2.935968212802914933e-28 6.731988203579183653e-29 -6.431258207427290007e-29 -2.804813243032041713e-28
5.570000000000000000e+02 -2.918547539303118723e-28 6.683942452607461762e-29 -6.385358746387739472e-29 -2.788170782285466121e-28
5.572500000000000000e+02 -2.901234049863583759e-28 6.636271026338107889e-29 -6.339816888294235352e-29 -2.771630717494797888e-28
5.575000000000000000e+02 -2.884027059161908303e-28 6.588970862045142837e-29 -6.294629707238264541e-29 -2.755192393952216267e-28
5.577500000000000000e+02 -2.866925886435049917e-28 6.542038922828587612e-29 -6.249794301983621745e-29 -2.738855161305587241e-28
5.580000000000000000e+02 -2.849929855447721585e-28 6.495472197393355336e-29 -6.205307795755176633e-29 -2.722618373528265882e-28
5.582500000000000000e+02 -2.833038294461041639e-28 6.449267699826707123e-29 -6.161167336026268831e-29 -2.706481388889153405e-28
5.585000000000000000e+02 -2.816250536201377404e-28 6.403422469379531801e-29 -6.117370094309768718e-29 -2.690443569922927307e-28
5.587500000000000000e+02 -2.799565917829442640e-28 6.357933570249426035e-29 -6.073913265950832109e-29 -2.674504283400522629e-28
5.590000000000000000e+02 -2.782983780909594984e-28 6.312798091364567020e-29 -6.030794069920440786e-29 -2.658662900299798849e-28
5.592500000000000000e+02 -2.766503471379363869e-28 6.268013146171819337e-29 -5.988009748612969801e-29 -2.642918795776429198e-28
5.595000000000000000e+02 -2.750124339519234051e-28 6.223575872423277961e-29 -5.945557567642263798e-29 -2.627271349135035708e-28
5.597500000000000000e+02 -2.733845739922579343e-28 6.179483431967849216e-29 -5.903434815642533798e-29 -2.611719943800465504e-28
5.600000000000000000e+02 -2.717667031465869896e-28 6.135733010543143379e-29 -5.861638804069540977e-29 -2.596263967289326286e-28
5.602500000000000000e+02 -2.701587577279030132e-28 6.092321817570085806e-29 -5.820166867004389096e-29 -2.580902811181672479e-28
5.605000000000000000e+02 -2.685606744716120446e-28 6.049247085947371108e-29 -5.779016360957152136e-29 -2.565635871092993609e-28
5.607500000000000000e+02 -2.669723905326106346e-28 6.006506071850477715e-29 -5.738184664674875114e-29 -2.550462546646291472e-28
5.610000000000000000e+02 -2.653938434823910087e-28 5.964096054530985123e-29 -5.697669178949855148e-29 -2.535382241444423660e-28
5.612500000000000000e+02 -2.638249713061675763e-28 5.922014336116721822e-29 -5.657467326428710623e-29 -2.520394363042650662e-28
5.615000000000000000e+02 -2.622657124000206580e-28 5.880258241415156404e-29 -5.617576551424562350e-29 -2.505498322921353375e-28
5.617500000000000000e+02 -2.607160055680568946e-28 5.838825117719828910e-29 -5.577994319732110377e-29 -2.490693536458902165e-28
5.620000000000000000e+02 -2.591757900196070537e-28 5.797712334613365267e-29 -5.538718118439445209e-29 -2.475979422904887361e-28
5.622500000000000000e+02 -2.576450053664193073e-28 5.756917283779304202e-29 -5.499745455748283636e-29 -2.461355405353307147e-28
5.625000000000000000e+02 -2.561235916198959611e-28 5.716437378808900780e-29 -5.461073860789403152e-29 -2.446820910716167549e-28
5.627500000000000000e+02 -2.546114891883318424e-28 5.676270055015035097e-29 -5.422700883444857537e-29 -2.432375369697100798e-28
5.630000000000000000e+02 -2.531086388741847953e-28 5.636412769243414767e-29 -5.384624094167624140e-29 -2.418018216765290875e-28
5.632500000000000000e+02 -2.516149818713626768e-28 5.596862999687878187e-29 -5.346841083805147891e-29 -2.403748890129551948e-28
5.635000000000000000e+02 -2.501304597625224609e-28 5.557618245708455547e-29 -5.309349463425533208e-29 -2.389566831712531033e-28
5.637500000000000000e+02 -2.486550145164024799e-28 5.518676027646633972e-29 -5.272146864141067833e-29 -2.375471487125215566e-28
5.640000000000000000e+02 -2.471885884851587467e-28 5.480033886647194192e-29 -5.235230936938003183e-29 -2.361462305641494351e-28
5.642500000000000000e+02 -2.457311244017328904e-28 5.441689384479036039e-29 -5.198599352505403119e-29 -2.347538740173005030e-28
5.645000000000000000e+02 -2.442825653772304052e-28 5.403640103357075651e-29 -5.162249801064981470e-29 -2.333700247244094118e-28
5.647500000000000000e+02 -2.428428548983227552e-28 5.365883645768185148e-29 -5.126179992204825077e-29 -2.319946286966993165e-28
5.650000000000000000e+02 -2.414119368246689404e-28 5.328417634294679469e-29 -5.090387654710762662e-29 -2.306276323017190881e-28
5.652500000000000000e+02 -2.399897553863476003e-28 5.291239711444259279e-29 -5.054870536403909489e-29 -2.292689822608898530e-28
5.655000000000000000e+02 -2.385762551813178166e-28 5.254347539477335120e-29 -5.019626403975698103e-29 -2.279186256470792893e-28
5.657500000000000000e+02 -2.371713811728879418e-28 5.217738800238882809e-29 -4.984653042827250290e-29 -2.265765098821835012e-28
5.660000000000000000e+02 -2.357750786872129477e-28 5.181411194988969279e-29 -4.949948256907473295e-29 -2.252425827347363369e-28
5.662500000000000000e+02 -2.343872934108028042e-28 5.145362444236930769e-29 -4.915509868554640786e-29 -2.239167923175287951e-28
5.665000000000000000e+02 -2.330079713880485716e-28 5.109590287576293133e-29 -4.881335718338692410e-29 -2.225990870852458306e-28
5.667500000000000000e+02 -2.316370590187708675e-28 5.074092483520889431e-29 -4.847423664904674560e-29 -2.212894158321243250e-28
5.670000000000000000e+02 -2.302745030557800385e-28 5.038866809342310982e-29 -4.813771584817442875e-29 -2.199877276896221332e-28
5.672500000000000000e+02 -2.289202506024583931e-28 5.003911060910578612e-29 -4.780377372409462729e-29 -2.186939721241083846e-28
5.675000000000000000e+02 -2.275742491103593854e-28 4.969223052532292121e-29 -4.747238939626179870e-29 -2.174080989345700174e-28
5.677500000000000000e+02 -2.262364463768184123e-28 4.934800616795181438e-29 -4.714354215877520899e-29 -2.161300582503291193e-28
5.680000000000000000e+02 -2.249067905425901119e-28 4.900641604409303074e-29 -4.681721147886182530e-29 -2.148598005287859178e-28
5.682500000000000000e+02 -2.235852300894931512e-28 4.866743884053662401e-29 -4.649337699541102856e-29 -2.135972765531686311e-28
5.685000000000000000e+02 -2.222717138380756403e-28 4.833105342221218829e-29 -4.617201851749395668e-29 -2.123424374303034530e-28
5.687500000000000000e+02 -2.209661909453014425e-28 4.799723883066691901e-29 -4.585311602290950607e-29 -2.110952345884039091e-28
5.690000000000000000e+02 -2.196686109022441983e-28 4.766597428255669477e-29 -4.553664965674283832e-29 -2.098556197748679713e-28
5.692500000000000000e+02 -2.183789235318081629e-28 4.733723916813306170e-29 -4.522259972991995763e-29 -2.086235450541009100e-28
5.695000000000000000e+02 -2.170970789864525883e-28 4.701101304978461077e-29 -4.491094671781423725e-29 -2.073989628053410626e-28
5.697500000000000000e+02 -2.158230277459459679e-28 4.668727566053251003e-29 -4.460167125880916924e-29 -2.061818257205144787e-28
5.700000000000000000e+02 -2.145567206151245870e-28 4.636600690260287300e-29 -4.429475415293449753e-29 -2.049720868020937812e-28
5.702500000000000000e+02 -2.132981087216768570e-28 4.604718684594939212e-29 -4.399017636045485812e-29 -2.037696993609812860e-28
5.705000000000000000e+02 -2.120471435139354072e-28 4.573079572684024693e-29 -4.368791900051980179e-29 -2.025746170143996558e-28
5.707500000000000000e+02 -2.108037767586871129e-28 4.541681394643817958e-29 -4.338796334980730349e-29 -2.013867936838000415e-28
5.710000000000000000e+02 -2.095679605390053652e-28 4.510522206936658532e-29 -4.309029084115392593e-29 -2.002061835927908962e-28
5.712500000000000000e+02 -2.083396472520847625e-28 4.479600082234164901e-29 -4.279488306224803021e-29 -1.990327412650696580e-28
5.715000000000000000e+02 -2.071187896071045445e-28 4.448913109276932031e-29 -4.250172175428944506e-29 -1.978664215223813167e-28
5.717500000000000000e+02 -2.059053406230980363e-28 4.418459392738209124e-29 -4.221078881068714494e-29 -1.967071794824833243e-28
5.720000000000000000e+02 -2.046992536268426288e-28 4.388237053086741087e-29 -4.192206627574892381e-29 -1.955549705571297433e-28
5.722500000000000000e+02 -2.035004822507591764e-28 4.358244226453882277e-29 -4.163553634341190283e-29 -1.944097504500644081e-28
5.725000000000000000e+02 -2.023089804308329183e-28 4.328479064497458115e-29 -4.135118135594195722e-29 -1.932714751550347355e-28
5.727500000000000000e+02 -2.011247024045434582e-28 4.298939734271388835e-29 -4.106898380268821418e-29 -1.921401009538143020e-28
5.730000000000000000e+02 -1.999476027088153036e-28 4.269624418092363224e-29 -4.078892631880931178e-29 -1.910155844142447482e-28
5.732500000000000000e+02 -1.987776361779747951e-28 4.240531313411539094e-29 -4.051099168404775051e-29 -1.898978823882841616e-28
5.735000000000000000e+02 -1.976147579417316311e-28 4.211658632683566724e-29 -4.023516282147862898e-29 -1.887869520100786219e-28
5.737500000000000000e+02 -1.964589234231609756e-28 4.183004603241329024e-29 -3.996142279631299114e-29 -1.876827506940345738e-28
5.740000000000000000e+02 -1.953100883367182108e-28 4.154567467165563611e-29 -3.968975481465229611e-29 -1.865852361329220975e-28
5.742500000000000000e+02 -1.941682086862512232e-28 4.126345481161855146e-29 -3.942014222231331174e-29 -1.854943662959762048e-28
5.745000000000000000e+02 -1.930332407630355589e-28 4.098336916434659162e-29 -3.915256850362457857e-29 -1.844100994270196151e-28
5.747500000000000000e+02 -1.919051411438195112e-28 4.070540058564515251e-29 -3.888701728025343894e-29 -1.833323940425952392e-28
5.750000000000000000e+02 -1.907838666888865624e-28 4.042953207385099933e-29 -3.862347231003146865e-29 -1.822612089301150754e-28
5.752500000000000000e+02 -1.896693745401273761e-28 4.015574676861991926e-29 -3.836191748579630374e-29 -1.811965031460184769e-28
5.755000000000000000e+02 -1.885616221191318120e-28 3.988402794971779318e-29 -3.810233683423668470e-29 -1.801382360139493211e-28
5.757500000000000000e+02 -1.874605671252843703e-28 3.961435903584246805e-29 -3.784471451476698961e-29 -1.790863671229364956e-28
5.760000000000000000e+02 -1.863661675338855777e-28 3.934672358341939690e-29 -3.758903481837666160e-29 -1.780408563255993174e-28
5.762500000000000000e+02 -1.852783815942740679e-28 3.908110528545253486e-29 -3.733528216653244281e-29 -1.770016637363533999e-28
5.765000000000000000e+02 -1.841971678279729215e-28 3.881748797033756269e-29 -3.708344111004459507e-29 -1.759687497296397929e-28
5.767500000000000000e+02 -1.831224850268402215e-28 3.855585560073334262e-29 -3.683349632798879686e-29 -1.749420749381582924e-28
5.770000000000000000e+02 -1.820542922512391812e-28 3.829619227240727089e-29 -3.658543262660306361e-29 -1.739216002511191588e-28
5.772500000000000000e+02 -1.809925488282184742e-28 3.803848221310135257e-29 -3.633923493820447672e-29 -1.729072868125047438e-28
5.775000000000000000e+02 -1.799372143497028780e-28 3.778270978141962110e-29 -3.609488832012629868e-29 -1.718990960193411857e-28
5.777500000000000000e+02 -1.788882486707041186e-28 3.752885946570254803e-29 -3.585237795364267264e-29 -1.708969895199887796e-28
5.780000000000000000e+02 -1.778456119075332391e-28 3.727691588293984286e-29 -3.561168914292998567e-29 -1.699009292124345914e-28
5.782500000000000000e+02 -1.768092644360379016e-28 3.702686377766310772e-29 -3.537280731400900605e-29 -1.689108772426083203e-28
5.785000000000000000e+02 -1.757791668898426471e-28 3.677868802086893393e-29 -3.513571801371604999e-29 -1.679267960027011002e-28
5.787500000000000000e+02 -1.747552801586049180e-28 3.653237360894781666e-29 -3.490040690867978709e-29 -1.669486481294995909e-28
5.790000000000000000e+02 -1.737375653862859909e-28 3.628790566260879855e-29 -3.466685978429388680e-29 -1.659763965027340824e-28
5.792500000000000000e+02 -1.727259839694277823e-28 3.604526942583403938e-29 -3.443506254371832422e-29 -1.650100042434322500e-28
5.795000000000000000e+02 -1.717204975554483321e-28 3.580445026482844756e-29 -3.420500120687588221e-29 -1.640494347122907778e-28
5.797500000000000000e+02 -1.707210680409467701e-28 3.556543366697659840e-29 -3.397666190945572172e-29 -1.630946515080561078e-28
5.800000000000000000e+02 -1.697276575700161084e-28 3.532820523982825010e-29 -3.375003090194419330e-29 -1.621456184659126108e-28
5.802500000000000000e+02 -1.687402285325764130e-28 3.509275071006520561e-29 -3.352509454863783534e-29 -1.612022996558900610e-28
5.805000000000000000e+02 -1.677587435627116764e-28 3.485905592249083632e-29 -3.330183932667806442e-29 -1.602646593812750339e-28
5.807500000000000000e+02 -1.667831655370229208e-28 3.462710683904156124e-29 -3.308025182510678977e-29 -1.593326621770373945e-28
5.810000000000000000e+02 -1.658134575729915500e-28 3.439688953778063629e-29 -3.286031874390517865e-29 -1.584062728082668965e-28
5.812500000000000000e+02 -1.648495830273535506e-28 3.416839021191901658e-29 -3.264202689305822789e-29 -1.574854562686198031e-28
5.815000000000000000e+02 -1.638915054944878203e-28 3.394159516883189152e-29 -3.242536319161525501e-29 -1.565701777787795448e-28
5.817500000000000000e+02 -1.629391888048103017e-28 3.371649082910811682e-29 -3.221031466678177826e-29 -1.556604027849222856e-28
5.820000000000000000e+02 -1.619925970231864572e-28 3.349306372556806119e-29 -3.199686845298127450e-29 -1.547560969572004046e-28
5.822500000000000000e+02 -1.610516944473482497e-28 3.327130050233221933e-29 -3.178501179096532101e-29 -1.538572261882302815e-28
5.825000000000000000e+02 -1.601164456063273123e-28 3.305118791386987600e-29 -3.157473202690484781e-29 -1.529637565915953967e-28
5.827500000000000000e+02 -1.591868152588973091e-28 3.283271282406063962e-29 -3.136601661149353650e-29 -1.520756545003581964e-28
5.830000000000000000e+02 -1.582627683920246149e-28 3.261586220528009500e-29 -3.115885309907434047e-29 -1.511928864655801649e-28
5.832500000000000000e+02 -1.573442702193340171e-28 3.240062313746707109e-29 -3.095322914674840478e-29 -1.503154192548559094e-28
5.835000000000000000e+02 -1.564312861795828918e-28 3.218698280722551517e-29 -3.074913251351709039e-29 -1.494432198508554956e-28
5.837500000000000000e+02 -1.555237819351472634e-28 3.197492850691110403e-29 -3.054655105940933513e-29 -1.485762554498782853e-28
5.840000000000000000e+02 -1.546217233705161602e-28 3.176444763374499002e-29 -3.034547274463505643e-29 -1.477144934604143748e-28
5.842500000000000000e+02 -1.537250765907993097e-28 3.155552768892300680e-29 -3.014588562873409794e-29 -1.468579015017191265e-28
5.845000000000000000e+02 -1.528338079202433092e-28 3.134815627673686462e-29 -2.994777786973671161e-29 -1.460064474023954363e-28
5.847500000000000000e+02 -1.519478839007586932e-28 3.114232110370077144e-29 -2.975113772332917975e-29 -1.451600991989868074e-28
5.850000000000000000e+02 -1.510672712904589508e-28 3.093800997768818263e-29 -2.955595354202912843e-29 -1.443188251345814328e-28
5.852500000000000000e+02 -1.501919370622064484e-28 3.073521080707753580e-29 -2.936221377436944495e-29 -1.434825936574231610e-28
5.855000000000000000e+02 -1.493218484021712005e-28 3.053391159990155051e-29 -2.916990696408554707e-29 -1.426513734195347484e-28
5.857500000000000000e+02 -1.484569727083995713e-28 3.033410046299817596e-29 -2.897902174930427230e-29 -1.418251332753503264e-28
5.860000000000000000e+02 -1.475972775893900184e-28 3.013576560118722161e-29 -2.878954686175730661e-29 -1.410038422803548414e-28
5.862500000000000000e+02 -1.467427308626832288e-28 2.993889531643831099e-29 -2.860147112598628945e-29 -1.401874696897372391e-28
5.865000000000000000e+02 -1.458933005534593857e-28 2.974347800704560663e-29 -2.841478345855439845e-29 -1.393759849570502625e-28
5.867500000000000000e+02 -1.450489548931459509e-28 2.954950216681745593e-29 -2.822947286727222726e-29 -1.385693577328805186e-28
5.870000000000000000e+02 -1.442096623180325759e-28 2.935695638427885057e-29 -2.804552845043582111e-29 -1.377675578635253167e-28
5.872500000000000000e+02 -1.433753914679014171e-28 2.916582934185404911e-29 -2.786293939604587332e-29 -1.369705553896839673e-28
5.875000000000000000e+02 -1.425461111846615313e-28 2.897610981509159166e-29 -2.768169498106731281e-29 -1.361783205451534092e-28
5.877500000000000000e+02 -1.417217905109952433e-28 2.878778667186864825e-29 -2.750178457066922301e-29 -1.353908237555348887e-28
5.880000000000000000e+02 -1.409023986890147610e-28 2.860084887161110654e-29 -2.732319761747974342e-29 -1.346080356369506851e-28
5.882500000000000000e+02 -1.400879051589241029e-28 2.841528546453195487e-29 -2.714592366085850988e-29 -1.338299269947657667e-28
5.885000000000000000e+02 -1.392782795576970352e-28 2.823108559085259195e-29 -2.696995232615271075e-29 -1.330564688223247399e-28
5.887500000000000000e+02 -1.384734917177558822e-28 2.804823848005518365e-29 -2.679527332398289563e-29 -1.322876322996898052e-28
5.890000000000000000e+02 -1.376735116656689917e-28 2.786673345011955512e-29 -2.662187644951389087e-29 -1.315233887923962928e-28
5.892500000000000000e+02 -1.368783096208480208e-28 2.768655990678742500e-29 -2.644975158175194759e-29 -1.307637098502081970e-28
5.895000000000000000e+02 -1.360878559942604898e-28 2.750770734281783389e-29 -2.627888868283342571e-29 -1.300085672058882176e-28
5.897500000000000000e+02 -1.353021213871493992e-28 2.733016533725572823e-29 -2.610927779732602808e-29 -1.292579327739745717e-28
5.900000000000000000e+02 -1.345210765897615680e-28 2.715392355469783121e-29 -2.594090905152750104e-29 -1.285117786495662366e-28
5.902500000000000000e+02 -1.337446925800843577e-28 2.697897174458569334e-29 -2.577377265279024779e-29 -1.277700771071159718e-28
5.905000000000000000e+02 -1.329729405225924406e-28 2.680529974048017293e-29 -2.560785888882819016e-29 -1.270328005992330497e-28
5.907500000000000000e+02 -1.322057917670018772e-28 2.663289745935872417e-29 -2.544315812704550733e-29 -1.262999217554931834e-28
5.910000000000000000e+02 -1.314432178470347539e-28 2.646175490090931649e-29 -2.527966081386206204e-29 -1.255714133812582070e-28
5.912500000000000000e+02 -1.306851904791900988e-28 2.629186214683684780e-29 -2.511735747405079097e-29 -1.248472484565018777e-28
5.915000000000000000e+02 -1.299316815615236304e-28 2.612320936017639623e-29 -2.495623871008164761e-29 -1.241274001346441970e-28
5.917500000000000000e+02 -1.291826631724389872e-28 2.595578678460340565e-29 -2.479629520146261367e-29 -1.234118417413966509e-28
5.920000000000000000e+02 -1.284381075694836863e-28 2.578958474375588328e-29 -2.463751770409215062e-29 -1.227005467736118901e-28
5.922500000000000000e+02 -1.276979871881552849e-28 2.562459364056461821e-29 -2.447989704961935282e-29 -1.219934888981432517e-28
5.925000000000000000e+02 -1.269622746407147833e-28 2.546080395658796824e-29 -2.432342414480845304e-29 -1.212906419507112553e-28
5.927500000000000000e+02 -1.262309427150094664e-28 2.529820625134416355e-29 -2.416808997090094301e-29 -1.205919799347788192e-28
5.930000000000000000e+02 -1.255039643733024052e-28 2.513679116166685796e-29 -2.401388558299992696e-29 -1.198974770204333162e-28
5.932500000000000000e+02 -1.247813127511127643e-28 2.497654940104157489e-29 -2.386080210943619938e-29 -1.192071075432784266e-28
5.935000000000000000e+02 -1.240629611560612667e-28 2.481747175897054076e-29 -2.370883075116144918e-29 -1.185208460033314173e-28
5.937500000000000000e+02 -1.233488830667234382e-28 2.465954910033815746e-29 -2.355796278114209163e-29 -1.178386670639273934e-28
5.940000000000000000e+02 -1.226390521314934572e-28 2.450277236476786521e-29 -2.340818954374484937e-29 -1.171605455506341104e-28
5.942500000000000000e+02 -1.219334421674555825e-28 2.434713256599641234e-29 -2.325950245413897815e-29 -1.164864564501736697e-28
5.945000000000000000e+02 -1.212320271592590339e-28 2.419262079126155792e-29 -2.311189299771132562e-29 -1.158163749093476886e-28
5.947500000000000000e+02 -1.205347812580069754e-28 2.403922820067194988e-29 -2.296535272946435587e-29 -1.151502762339759458e-28
5.950000000000000000e+02 -1.198416787801483463e-28 2.388694602660400618e-29 -2.281987327343996082e-29 -1.144881358878376951e-28
